Date,Cash,Portfolio_Value,Total_Equity
2016-06-16,2.57,12090.45,12093.02
2016-06-17,2.57,12091.3,12093.87
2016-06-20,2.57,12309.77,12312.34
2016-06-21,2.57,12229.43,12232.0
2016-06-22,2.57,12134.45,12137.02
2016-06-23,2.57,12309.0,12311.57
2016-06-24,2.57,12050.95,12053.51
2016-06-27,2.57,11829.39,11831.96
2016-06-28,2.57,12059.44,12062.01
2016-06-29,2.57,12239.96,12242.53
2016-06-30,2.57,12401.17,12403.74
2016-07-01,2.57,12442.6,12445.17
2016-07-04,2.57,12458.18,12460.75
2016-07-05,2.57,12354.32,12356.88
2016-07-06,2.57,12365.11,12367.68
2016-07-07,2.57,12403.1,12405.67
2016-07-08,2.57,12594.84,12597.41
2016-07-11,2.57,12782.36,12784.93
2016-07-12,2.57,12817.52,12820.09
2016-07-13,2.57,12923.0,12925.57
2016-07-14,2.57,13115.03,13117.6
2016-07-15,2.57,13101.78,13104.34
2016-07-18,2.57,13442.51,13445.08
2016-07-19,2.57,13601.53,13604.1
2016-07-20,2.57,13608.93,13611.5
2016-07-21,2.57,13584.23,13586.79
2016-07-22,2.57,13677.81,13680.38
2016-07-25,2.57,13825.68,13828.25
2016-07-26,2.57,13788.61,13791.18
2016-07-27,2.57,13785.86,13788.43
2016-07-28,2.57,13836.37,13838.94
2016-07-29,2.57,14164.15,14166.72
2016-08-01,2.57,14065.39,14067.95
2016-08-02,2.57,13814.61,13817.18
2016-08-03,2.57,13983.92,13986.49
2016-08-04,2.57,14113.17,14115.74
2016-08-05,2.57,14109.77,14112.34
2016-08-08,2.57,14061.23,14063.8
2016-08-09,2.57,14069.63,14072.2
2016-08-10,2.57,13888.13,13890.7
2016-08-11,2.57,14205.15,14207.72
2016-08-12,2.57,14246.3,14248.87
2016-08-15,2.57,14404.32,14406.89
2016-08-16,2.57,14207.67,14210.24
2016-08-17,2.57,14386.49,14389.05
2016-08-18,2.57,14393.41,14395.98
2016-08-19,2.57,14392.93,14395.5
2016-08-22,2.57,14033.46,14036.03
2016-08-23,2.57,14085.07,14087.64
2016-08-24,2.57,14159.99,14162.56
2016-08-25,2.57,14212.5,14215.07
2016-08-26,2.57,14240.56,14243.13
2016-08-29,2.57,14527.73,14530.3
2016-08-30,2.57,14518.5,14521.06
2016-08-31,2.57,14330.81,14333.38
2016-09-01,2.57,14374.0,14376.57
2016-09-02,2.57,14765.33,14767.9
2016-09-05,2.57,14741.58,14744.15
2016-09-06,2.57,14923.92,14926.49
2016-09-08,2.57,14928.47,14931.04
2016-09-09,2.57,14420.35,14422.91
2016-09-12,2.57,14634.85,14637.42
2016-09-13,2.57,14259.78,14262.34
2016-09-14,2.57,14308.2,14310.77
2016-09-15,2.57,14481.88,14484.45
2016-09-16,2.57,14289.42,14291.99
2016-09-19,2.57,14365.98,14368.54
2016-09-20,2.57,14574.94,14577.51
2016-09-21,2.57,14772.95,14775.52
2016-09-22,2.57,14913.92,14916.48
2016-09-23,2.57,14777.86,14780.43
2016-09-26,2.57,14533.71,14536.28
2016-09-27,2.57,14600.91,14603.48
2016-09-28,2.57,14831.55,14834.12
2016-09-29,2.57,14636.94,14639.51
2016-09-30,2.57,14603.76,14606.32
2016-10-03,2.57,14817.75,14820.32
2016-10-04,2.57,14899.04,14901.61
2016-10-05,2.57,15082.21,15084.78
2016-10-06,2.57,15274.1,15276.66
2016-10-07,2.57,15359.21,15361.77
2016-10-10,2.57,15506.76,15509.33
2016-10-11,2.57,15304.57,15307.14
2016-10-13,2.57,15511.03,15513.59
2016-10-14,2.57,15629.69,15632.26
2016-10-17,2.57,15948.83,15951.4
2016-10-18,2.57,16093.75,16096.32
2016-10-19,2.57,15962.46,15965.03
2016-10-20,2.57,16140.14,16142.71
2016-10-21,2.57,16239.3,16241.87
2016-10-24,2.57,16222.53,16225.1
2016-10-25,2.57,16049.1,16051.67
2016-10-26,2.57,16048.77,16051.33
2016-10-27,2.57,16222.08,16224.65
2016-10-28,2.57,16234.95,16237.52
2016-10-31,2.57,16476.0,16478.57
2016-11-01,2.57,16024.59,16027.16
2016-11-03,2.57,15602.17,15604.73
2016-11-04,2.57,15657.49,15660.06
2016-11-07,2.57,16079.98,16082.55
2016-11-08,2.57,16040.23,16042.8
2016-11-09,2.57,15832.31,15834.88
2016-11-10,2.57,15178.99,15181.56
2016-11-11,2.57,14634.84,14637.41
2016-11-14,2.57,14726.92,14729.49
2016-11-16,2.57,15134.71,15137.28
2016-11-17,2.57,14908.98,14911.54
2016-11-18,2.57,15088.81,15091.38
2016-11-21,2.57,15417.37,15419.94
2016-11-22,2.57,15410.59,15413.16
2016-11-23,2.57,15349.42,15351.99
2016-11-24,2.57,15196.08,15198.65
2016-11-25,2.57,15156.62,15159.19
2016-11-28,2.57,15361.15,15363.72
2016-11-29,2.57,15048.33,15050.9
2016-11-30,2.57,15432.63,15435.2
2016-12-01,2.57,14802.99,14805.56
2016-12-02,2.57,14965.86,14968.43
2016-12-05,2.57,14733.7,14736.27
2016-12-06,2.57,14969.99,14972.55
2016-12-07,2.57,14964.62,14967.19
2016-12-08,2.57,14969.88,14972.44
2016-12-09,2.57,14928.33,14930.89
2016-12-12,2.57,14555.03,14557.6
2016-12-13,2.57,14736.19,14738.76
2016-12-14,2.57,14472.23,14474.8
2016-12-15,2.57,14552.65,14555.21
2016-12-16,2.57,14623.92,14626.49
2016-12-19,2.57,14462.53,14465.1
2016-12-20,2.57,14461.15,14463.72
2016-12-21,2.57,14534.14,14536.71
2016-12-22,2.57,14514.62,14517.19
2016-12-23,2.57,14644.9,14647.46
2016-12-26,2.57,14769.74,14772.31
2016-12-27,2.57,14819.73,14822.3
2016-12-28,2.57,15070.06,15072.63
2016-12-29,2.57,15244.12,15246.69
2017-01-02,2.57,15095.86,15098.42
2017-01-03,2.57,15558.49,15561.06
2017-01-04,2.57,15537.81,15540.38
2017-01-05,2.57,15549.93,15552.5
2017-01-06,2.57,15502.7,15505.27
2017-01-09,2.57,15356.6,15359.17
2017-01-10,2.57,15337.74,15340.31
2017-01-11,2.57,15418.01,15420.58
2017-01-12,2.57,15726.81,15729.38
2017-01-13,2.57,15575.93,15578.5
2017-01-16,2.57,15505.53,15508.1
2017-01-17,2.57,15678.14,15680.71
2017-01-18,2.57,15590.62,15593.19
2017-01-19,2.57,15634.86,15637.43
2017-01-20,2.57,15734.87,15737.44
2017-01-23,2.57,16073.2,16075.77
2017-01-24,2.57,16043.78,16046.35
2017-01-26,2.57,16391.92,16394.49
2017-01-27,2.57,16302.85,16305.41
2017-01-30,2.57,15947.05,15949.62
2017-01-31,2.57,16015.79,16018.36
2017-02-01,2.57,15893.54,15896.11
2017-02-02,2.57,15892.97,15895.54
2017-02-03,2.57,15984.25,15986.82
2017-02-06,2.57,15701.63,15704.19
2017-02-07,2.57,15781.98,15784.55
2017-02-08,2.57,16004.14,16006.71
2017-02-09,2.57,15967.52,15970.09
2017-02-10,2.57,16113.29,16115.86
2017-02-13,2.57,16206.14,16208.71
2017-02-14,2.57,16224.63,16227.2
2017-02-15,2.57,16575.6,16578.16
2017-02-16,2.57,16729.03,16731.6
2017-02-17,2.57,16628.64,16631.2
2017-02-20,2.57,16744.55,16747.11
2017-02-21,2.57,16973.6,16976.17
2017-02-22,2.57,16842.17,16844.74
2017-02-23,2.57,16776.57,16779.14
2017-02-24,2.57,16570.77,16573.34
2017-03-01,2.57,16754.64,16757.21
2017-03-02,2.57,16621.28,16623.85
2017-03-03,2.57,16904.28,16906.85
2017-03-06,2.57,16909.06,16911.63
2017-03-07,2.57,16786.25,16788.82
2017-03-08,2.57,16496.26,16498.82
2017-03-09,2.57,16278.73,16281.3
2017-03-10,2.57,16377.11,16379.68
2017-03-13,2.57,16414.8,16417.37
2017-03-14,2.57,16189.21,16191.78
2017-03-15,2.57,16393.73,16396.3
2017-03-16,2.57,16257.79,16260.35
2017-03-17,2.57,15980.96,15983.53
2017-03-20,2.57,16018.39,16020.96
2017-03-21,2.57,15715.94,15718.5
2017-03-22,2.57,15894.77,15897.34
2017-03-23,2.57,15923.97,15926.53
2017-03-24,2.57,16049.64,16052.21
2017-03-27,2.57,16121.78,16124.35
2017-03-28,2.57,16183.57,16186.14
2017-03-29,2.57,16434.32,16436.89
2017-03-30,2.57,16431.43,16434.0
2017-03-31,2.57,16375.7,16378.27
2017-04-03,2.57,16418.67,16421.23
2017-04-04,2.57,16533.97,16536.54
2017-04-05,2.57,16463.67,16466.24
2017-04-06,2.57,16331.47,16334.03
2017-04-07,2.57,16314.4,16316.97
2017-04-10,2.57,16404.75,16407.32
2017-04-11,2.57,16340.81,16343.37
2017-04-12,2.57,16302.72,16305.29
2017-04-13,2.57,15962.62,15965.18
2017-04-17,2.57,16255.11,16257.67
2017-04-18,2.57,16239.86,16242.43
2017-04-19,2.57,15942.43,15945.0
2017-04-20,2.57,16011.11,16013.68
2017-04-24,2.57,16226.61,16229.18
2017-04-25,2.57,16360.69,16363.25
2017-04-26,2.57,16317.56,16320.13
2017-04-27,2.57,16327.06,16329.63
2017-04-28,2.57,16407.77,16410.34
2017-05-02,2.57,16705.6,16708.16
2017-05-03,2.57,16661.75,16664.32
2017-05-04,2.57,16281.19,16283.76
2017-05-05,2.57,16566.6,16569.17
2017-05-08,2.57,16474.55,16477.12
2017-05-09,2.57,16555.19,16557.76
2017-05-10,2.57,16640.42,16642.98
2017-05-11,2.57,16768.28,16770.85
2017-05-12,2.57,17011.98,17014.55
2017-05-15,2.57,17083.47,17086.04
2017-05-16,2.57,17108.45,17111.02
2017-05-17,2.57,16848.41,16850.98
2017-05-18,2.57,15348.85,15351.42
2017-05-19,2.57,15564.49,15567.06
2017-05-22,2.57,15315.99,15318.56
2017-05-23,2.57,15617.6,15620.17
2017-05-24,2.57,15807.3,15809.87
2017-05-25,2.57,15913.32,15915.89
2017-05-26,2.57,16120.91,16123.48
2017-05-29,2.57,16120.91,16123.48
2017-05-30,2.57,16119.25,16121.82
2017-05-31,2.57,15909.24,15911.81
2017-06-01,2.57,15829.32,15831.89
2017-06-02,2.57,15837.33,15839.89
2017-06-05,2.57,15818.53,15821.1
2017-06-06,2.57,15953.23,15955.8
2017-06-07,2.57,16036.52,16039.09
2017-06-08,2.57,15886.29,15888.86
2017-06-09,2.57,15739.4,15741.97
2017-06-12,2.57,15597.81,15600.38
2017-06-13,2.57,15688.3,15690.87
2017-06-14,2.57,15693.28,15695.85
2017-06-15,2.57,15693.28,15695.85
2017-06-16,2.57,15813.76,15816.32
2017-06-19,2.57,15784.32,15786.89
2017-06-20,2.57,15495.16,15497.73
2017-06-21,2.57,15394.28,15396.85
2017-06-22,2.57,15511.71,15514.28
2017-06-23,2.57,15397.71,15400.28
2017-06-26,2.57,15697.72,15700.29
2017-06-27,2.57,15448.32,15450.89
2017-06-28,2.57,15469.27,15471.84
2017-06-29,2.57,15452.51,15455.08
2017-06-30,2.57,15601.87,15604.44
2017-07-03,2.57,15730.44,15733.01
2017-07-04,2.57,15808.36,15810.93
2017-07-05,2.57,15768.87,15771.43
2017-07-06,2.57,15618.9,15621.47
2017-07-07,2.57,15538.43,15541.0
2017-07-10,2.57,15652.84,15655.41
2017-07-11,2.57,15894.07,15896.63
2017-07-12,2.57,16130.78,16133.35
2017-07-13,2.57,16230.42,16232.99
2017-07-14,2.57,16333.27,16335.83
2017-07-17,2.57,16314.06,16316.63
2017-07-18,2.57,16328.05,16330.62
2017-07-19,2.57,16295.19,16297.76
2017-07-20,2.57,16286.05,16288.62
2017-07-21,2.57,16218.36,16220.93
2017-07-24,2.57,16265.27,16267.84
2017-07-25,2.57,16292.58,16295.15
2017-07-26,2.57,16144.32,16146.89
2017-07-27,2.57,16173.41,16175.97
2017-07-28,2.57,16152.71,16155.27
2017-07-31,2.57,16255.64,16258.21
2017-08-01,2.57,16411.09,16413.66
2017-08-02,2.57,16666.19,16668.76
2017-08-03,2.57,16638.42,16640.99
2017-08-04,2.57,16656.66,16659.23
2017-08-07,2.57,16898.24,16900.81
2017-08-08,2.57,16880.01,16882.58
2017-08-09,2.57,16899.76,16902.32
2017-08-10,2.57,16788.15,16790.72
2017-08-11,2.57,16836.75,16839.32
2017-08-14,2.57,16913.05,16915.62
2017-08-15,2.57,17020.88,17023.45
2017-08-16,2.57,17082.28,17084.85
2017-08-17,2.57,16914.26,16916.83
2017-08-18,2.57,17119.02,17121.59
2017-08-21,2.57,17165.74,17168.31
2017-08-22,2.57,17620.78,17623.35
2017-08-23,2.57,17635.19,17637.75
2017-08-24,2.57,17661.44,17664.01
2017-08-25,2.57,17710.23,17712.8
2017-08-28,2.57,17602.53,17605.1
2017-08-29,2.57,17538.37,17540.93
2017-08-30,2.57,17443.38,17445.95
2017-08-31,2.57,17392.19,17394.76
2017-09-01,2.57,17686.63,17689.2
2017-09-04,2.57,17771.77,17774.34
2017-09-05,2.57,17878.97,17881.53
2017-09-06,2.57,18203.53,18206.1
2017-09-07,2.57,18203.53,18206.1
2017-09-08,2.57,18297.9,18300.47
2017-09-11,2.57,18576.6,18579.17
2017-09-12,2.57,18558.92,18561.49
2017-09-13,2.57,18715.66,18718.23
2017-09-14,2.57,18806.35,18808.92
2017-09-15,2.57,18978.02,18980.59
2017-09-18,2.57,19271.29,19273.86
2017-09-19,2.57,19182.46,19185.02
2017-09-20,2.57,19118.24,19120.81
2017-09-21,2.57,19068.9,19071.47
2017-09-22,2.57,19018.67,19021.24
2017-09-25,2.57,18851.68,18854.25
2017-09-26,2.57,18801.78,18804.35
2017-09-27,2.57,18649.7,18652.27
2017-09-28,2.57,18673.33,18675.9
2017-09-29,2.57,18824.04,18826.6
2017-10-02,2.57,18825.62,18828.19
2017-10-03,2.57,19289.67,19292.24
2017-10-04,2.57,19280.37,19282.94
2017-10-05,2.57,19428.46,19431.03
2017-10-06,2.57,19352.44,19355.01
2017-10-09,2.57,19273.89,19276.46
2017-10-10,2.57,19461.21,19463.78
2017-10-11,2.57,19513.71,19516.27
2017-10-12,2.57,19513.71,19516.27
2017-10-13,2.57,19569.12,19571.69
2017-10-16,2.57,19495.8,19498.36
2017-10-17,2.57,19415.55,19418.11
2017-10-18,2.57,19510.25,19512.82
2017-10-19,2.57,19459.51,19462.08
2017-10-20,2.57,19394.61,19397.18
2017-10-23,2.57,19045.9,19048.47
2017-10-24,2.57,19173.88,19176.45
2017-10-25,2.57,19263.53,19266.1
2017-10-26,2.57,19133.34,19135.9
2017-10-27,2.57,19330.36,19332.93
2017-10-30,2.57,19006.14,19008.7
2017-10-31,2.57,18814.99,18817.56
2017-11-01,2.57,18760.95,18763.52
2017-11-02,2.57,18760.95,18763.52
2017-11-03,2.57,18705.02,18707.59
2017-11-06,2.57,18882.19,18884.75
2017-11-07,2.57,18503.14,18505.71
2017-11-08,2.57,19023.59,19026.16
2017-11-09,2.57,18723.8,18726.37
2017-11-10,2.57,18612.3,18614.87
2017-11-13,2.57,18658.13,18660.69
2017-11-14,2.57,18384.02,18386.59
2017-11-15,2.57,18384.02,18386.59
2017-11-16,2.57,18808.86,18811.43
2017-11-17,2.57,19023.88,19026.44
2017-11-20,2.57,19023.88,19026.44
2017-11-21,2.57,19262.34,19264.91
2017-11-22,2.57,19244.69,19247.26
2017-11-23,2.57,19254.69,19257.26
2017-11-24,2.57,19173.82,19176.39
2017-11-27,2.57,19186.27,19188.84
2017-11-28,2.57,19203.01,19205.58
2017-11-29,2.57,18883.75,18886.32
2017-11-30,2.57,18555.12,18557.69
2017-12-01,2.57,18677.61,18680.18
2017-12-04,2.57,18807.49,18810.05
2017-12-05,2.57,18798.76,18801.33
2017-12-06,2.57,18860.53,18863.1
2017-12-07,2.57,18646.14,18648.71
2017-12-08,2.57,18735.67,18738.24
2017-12-11,2.57,18733.08,18735.65
2017-12-12,2.57,18878.57,18881.13
2017-12-13,2.57,18841.56,18844.13
2017-12-14,2.57,18583.27,18585.84
2017-12-15,2.57,18756.91,18759.48
2017-12-18,2.57,18724.34,18726.91
2017-12-19,2.57,18644.66,18647.23
2017-12-20,2.57,18812.6,18815.16
2017-12-21,2.57,19049.66,19052.23
2017-12-22,2.57,18987.1,18989.67
2017-12-25,2.57,18987.1,18989.67
2017-12-26,2.57,19134.59,19137.16
2017-12-27,2.57,19270.74,19273.31
2017-12-28,2.57,19258.28,19260.85
2017-12-29,2.57,19258.28,19260.85
2018-01-02,2.57,19584.23,19586.79
2018-01-03,2.57,19640.73,19643.3
2018-01-04,2.57,19637.1,19639.67
2018-01-05,2.57,19776.19,19778.76
2018-01-08,2.57,19834.45,19837.02
2018-01-09,2.57,19758.48,19761.05
2018-01-10,2.57,19669.93,19672.5
2018-01-11,2.57,19959.87,19962.44
2018-01-12,2.57,20056.89,20059.46
2018-01-15,2.57,20223.56,20226.13
2018-01-16,2.57,20314.64,20317.21
2018-01-17,2.57,20526.46,20529.02
2018-01-18,2.57,20383.52,20386.09
2018-01-19,2.57,20406.31,20408.88
2018-01-22,2.57,20453.46,20456.03
2018-01-23,2.57,20239.86,20242.42
2018-01-24,2.57,21048.7,21051.27
2018-01-25,2.57,21048.7,21051.27
2018-01-26,2.57,21530.11,21532.68
2018-01-29,2.57,21433.23,21435.8
2018-01-30,2.57,21330.19,21332.76
2018-01-31,2.57,21521.26,21523.83
2018-02-01,2.57,21710.88,21713.45
2018-02-02,2.57,21338.03,21340.6
2018-02-05,2.57,20910.84,20913.41
2018-02-06,2.57,21407.07,21409.64
2018-02-07,2.57,21366.39,21368.96
2018-02-08,2.57,20926.42,20928.99
2018-02-09,2.57,20709.75,20712.32
2018-02-14,2.57,21288.17,21290.74
2018-02-15,2.57,21483.34,21485.91
2018-02-16,2.57,21538.81,21541.38
2018-02-19,2.57,21572.96,21575.53
2018-02-20,2.57,21832.04,21834.61
2018-02-21,2.57,21912.47,21915.03
2018-02-22,2.57,22170.33,22172.9
2018-02-23,2.57,22256.09,22258.65
2018-02-26,2.57,22435.29,22437.86
2018-02-27,2.57,22347.23,22349.8
2018-02-28,2.57,22241.16,22243.73
2018-03-01,2.57,22206.07,22208.64
2018-03-02,2.57,22403.04,22405.61
2018-03-05,2.57,22593.8,22596.37
2018-03-06,2.57,22604.35,22606.92
2018-03-07,2.57,22631.94,22634.51
2018-03-08,2.57,22647.22,22649.79
2018-03-09,2.57,22821.5,22824.07
2018-03-12,2.57,22853.25,22855.82
2018-03-13,2.57,22636.28,22638.85
2018-03-14,2.57,22403.45,22406.02
2018-03-15,2.57,22286.23,22288.8
2018-03-16,2.57,22336.63,22339.2
2018-03-19,2.57,22149.64,22152.2
2018-03-20,2.57,22199.66,22202.23
2018-03-21,2.57,22395.46,22398.03
2018-03-22,2.57,22413.89,22416.46
2018-03-23,2.57,22324.31,22326.88
2018-03-26,2.57,22518.38,22520.95
2018-03-27,2.57,22210.45,22213.02
2018-03-28,2.57,22104.84,22107.41
2018-03-29,2.57,22306.43,22309.0
2018-04-02,2.57,22016.3,22018.87
2018-04-03,2.57,21935.54,21938.11
2018-04-04,2.57,21927.94,21930.5
2018-04-05,2.57,22131.45,22134.02
2018-04-06,2.57,21993.65,21996.22
2018-04-09,2.57,21567.83,21570.4
2018-04-10,2.57,21715.82,21718.39
2018-04-11,2.57,21883.83,21886.4
2018-04-12,2.57,21884.2,21886.77
2018-04-13,2.57,21511.3,21513.87
2018-04-16,2.57,21067.64,21070.2
2018-04-17,2.57,21386.95,21389.51
2018-04-18,2.57,21656.83,21659.39
2018-04-19,2.57,21569.67,21572.24
2018-04-20,2.57,21532.77,21535.34
2018-04-23,2.57,21378.84,21381.41
2018-04-24,2.57,21251.3,21253.86
2018-04-25,2.57,21322.79,21325.36
2018-04-26,2.57,21693.38,21695.95
2018-04-27,2.57,21703.38,21705.95
2018-04-30,2.57,21630.01,21632.58
2018-05-02,2.57,21491.35,21493.92
2018-05-03,2.57,21115.97,21118.54
2018-05-04,2.57,20793.79,20796.36
2018-05-07,2.57,20840.25,20842.82
2018-05-08,2.57,21065.39,21067.96
2018-05-09,2.57,21601.1,21603.67
2018-05-10,2.57,21937.8,21940.37
2018-05-11,2.57,21693.03,21695.6
2018-05-14,2.57,21494.51,21497.08
2018-05-15,2.57,21410.71,21413.28
2018-05-16,2.57,21812.46,21815.03
2018-05-17,2.57,21066.49,21069.06
2018-05-18,2.57,20950.34,20952.91
2018-05-21,2.57,20571.71,20574.28
2018-05-22,2.57,20756.24,20758.81
2018-05-23,2.57,20427.35,20429.92
2018-05-24,2.57,19945.2,19947.77
2018-05-25,2.57,19717.08,19719.65
2018-05-28,2.57,18751.49,18754.06
2018-05-29,2.57,19000.9,19003.47
2018-05-30,2.57,19422.49,19425.05
2018-06-01,2.57,19296.0,19298.57
2018-06-04,2.57,19498.66,19501.23
2018-06-05,2.57,18866.68,18869.25
2018-06-06,2.57,18502.4,18504.97
2018-06-07,2.57,18180.77,18183.34
2018-06-08,2.57,18192.76,18195.33
2018-06-11,2.57,17920.77,17923.34
2018-06-12,2.57,18009.0,18011.57
2018-06-13,2.57,17967.53,17970.1
2018-06-14,2.57,17669.38,17671.95
2018-06-15,2.57,17677.12,17679.69
2018-06-18,2.57,17427.23,17429.8
2018-06-19,2.57,17916.89,17919.46
2018-06-20,2.57,18062.67,18065.24
2018-06-21,2.57,17615.91,17618.48
2018-06-22,2.57,17589.94,17592.5
2018-06-25,2.57,17913.44,17916.01
2018-06-26,2.57,17975.86,17978.43
2018-06-27,2.57,17756.17,17758.74
2018-06-28,2.57,18084.75,18087.31
2018-06-29,2.57,18323.36,18325.93
2018-07-02,2.57,18424.23,18426.8
2018-07-03,2.57,18696.37,18698.94
2018-07-04,2.57,18961.86,18964.43
2018-07-05,2.57,18739.04,18741.61
2018-07-06,2.57,18727.49,18730.06
2018-07-10,2.57,18740.76,18743.33
2018-07-11,2.57,18834.78,18837.35
2018-07-12,2.57,19118.86,19121.43
2018-07-13,2.57,19407.21,19409.78
2018-07-16,2.57,19467.61,19470.18
2018-07-17,2.57,20005.67,20008.24
2018-07-18,2.57,19844.19,19846.76
2018-07-19,2.57,19862.98,19865.54
2018-07-20,2.57,20320.16,20322.73
2018-07-23,2.57,20188.66,20191.23
2018-07-24,2.57,20456.15,20458.72
2018-07-25,2.57,20716.3,20718.86
2018-07-26,2.57,20437.26,20439.83
2018-07-27,2.57,20499.03,20501.6
2018-07-30,2.57,20631.32,20633.89
2018-07-31,2.57,20589.74,20592.31
2018-08-01,2.57,20682.41,20684.98
2018-08-02,2.57,20607.72,20610.29
2018-08-03,2.57,21011.82,21014.38
2018-08-06,2.57,20950.34,20952.91
2018-08-07,2.57,20891.2,20893.77
2018-08-08,2.57,20654.21,20656.78
2018-08-09,2.57,20771.1,20773.67
2018-08-10,2.57,20249.42,20251.98
2018-08-13,2.57,20349.25,20351.81
2018-08-14,2.57,20679.25,20681.82
2018-08-15,2.57,20479.26,20481.83
2018-08-16,2.57,20488.26,20490.83
2018-08-17,2.57,20275.01,20277.58
2018-08-20,2.57,20318.96,20321.52
2018-08-21,2.57,20021.68,20024.25
2018-08-22,2.57,20353.23,20355.8
