Date,Cash,Portfolio_Value,Total_Equity
2016-03-28,12.7,12028.5,12041.2
2016-03-29,12.7,12064.95,12077.65
2016-03-30,12.7,12072.24,12084.94
2016-03-31,12.7,11819.52,11832.22
2016-04-01,12.7,11936.16,11948.86
2016-04-04,12.7,11501.19,11513.89
2016-04-05,12.7,11508.48,11521.18
2016-04-06,12.7,11377.26,11389.96
2016-04-07,12.7,11433.15,11445.85
2016-04-08,12.7,11887.56,11900.26
2016-04-11,12.7,11809.8,11822.5
2016-04-12,12.7,12283.65,12296.35
2016-04-13,12.7,12516.93,12529.63
2016-04-14,12.7,12368.7,12381.4
2016-04-15,12.7,12565.53,12578.23
2016-04-18,12.7,12441.6,12454.3
2016-04-19,12.7,12694.32,12707.02
2016-04-20,12.7,12623.85,12636.55
2016-04-22,12.7,12465.9,12478.6
2016-04-25,12.7,12235.05,12247.75
2016-04-26,12.7,12519.36,12532.06
2016-04-27,12.7,12847.41,12860.11
2016-04-28,12.7,12793.95,12806.65
2016-04-29,12.7,12672.45,12685.15
2016-05-02,12.7,12618.99,12631.69
2016-05-03,12.7,12344.4,12357.1
2016-05-04,12.7,12397.86,12410.56
2016-05-05,12.7,12230.19,12242.89
2016-05-06,12.7,12225.33,12238.03
2016-05-09,12.7,12033.36,12046.06
2016-05-10,12.7,12533.94,12546.64
2016-05-11,12.7,12448.89,12461.59
2016-05-12,12.7,12502.35,12515.05
2016-05-13,12.7,12203.46,12216.16
2016-05-16,12.7,12176.73,12189.43
2016-05-17,12.7,11999.34,12012.04
2016-05-18,12.7,11904.57,11917.27
2016-05-19,12.7,11882.7,11895.4
2016-05-20,12.7,11732.04,11744.74
2016-05-23,12.7,11595.96,11608.66
2016-05-24,12.7,11627.55,11640.25
2016-05-25,12.7,11646.99,11659.69
2016-05-27,12.7,11566.8,11579.5
2016-05-30,12.7,11544.93,11557.63
2016-05-31,12.7,11425.86,11438.56
2016-06-01,12.7,11537.64,11550.34
2016-06-02,12.7,11761.2,11773.9
2016-06-03,12.7,11931.3,11944.0
2016-06-06,12.7,11870.55,11883.25
2016-06-07,12.7,11894.85,11907.55
2016-06-08,12.7,12210.75,12223.45
2016-06-09,12.7,12067.38,12080.08
2016-06-10,12.7,11649.42,11662.12
2016-06-13,12.7,11688.3,11701.0
2016-06-14,12.7,11445.3,11458.0
2016-06-15,12.7,11518.2,11530.9
2016-06-16,12.7,11664.0,11676.7
2016-06-17,12.7,11668.86,11681.56
2016-06-20,12.7,11829.24,11841.94
2016-06-21,12.7,11992.05,12004.75
2016-06-22,12.7,11802.51,11815.21
2016-06-23,12.7,12176.73,12189.43
2016-06-24,12.7,11802.51,11815.21
2016-06-27,12.7,11627.55,11640.25
2016-06-28,12.7,11821.95,11834.65
2016-06-29,12.7,12030.93,12043.63
2016-06-30,12.7,12125.7,12138.4
2016-07-01,12.7,12322.53,12335.23
2016-07-04,12.7,12395.43,12408.13
2016-07-05,12.7,12210.75,12223.45
2016-07-06,12.7,12247.2,12259.9
2016-07-07,12.7,12266.64,12279.34
2016-07-08,12.7,12526.65,12539.35
2016-07-11,12.7,12708.9,12721.6
2016-07-12,12.7,12772.08,12784.78
2016-07-13,12.7,12857.13,12869.83
2016-07-14,12.7,13027.23,13039.93
2016-07-15,12.7,13109.85,13122.55
2016-07-18,12.7,13335.84,13348.54
2016-07-19,12.7,13377.15,13389.85
2016-07-20,12.7,13357.71,13370.41
2016-07-21,12.7,13347.99,13360.69
2016-07-22,12.7,13377.15,13389.85
2016-07-25,12.7,13389.3,13402.0
2016-07-26,12.7,13377.15,13389.85
2016-07-27,12.7,13377.15,13389.85
2016-07-28,12.7,13365.0,13377.7
2016-07-29,12.7,13530.24,13542.94
2016-08-01,12.7,13374.72,13387.42
2016-08-02,12.7,13219.2,13231.9
2016-08-03,12.7,13435.47,13448.17
2016-08-04,12.7,13564.26,13576.96
2016-08-05,12.7,13571.55,13584.25
2016-08-08,12.7,13576.41,13589.11
2016-08-09,12.7,13590.99,13603.69
2016-08-10,12.7,13396.59,13409.29
2016-08-11,12.7,13727.07,13739.77
2016-08-12,12.7,13731.93,13744.63
2016-08-15,12.7,13909.32,13922.02
2016-08-16,12.7,13843.71,13856.41
2016-08-17,12.7,13967.64,13980.34
2016-08-18,12.7,13933.62,13946.32
2016-08-19,12.7,13936.05,13948.75
2016-08-22,12.7,13620.15,13632.85
2016-08-23,12.7,13608.0,13620.7
2016-08-24,12.7,13583.7,13596.4
2016-08-25,12.7,13622.58,13635.28
2016-08-26,12.7,13598.28,13610.98
2016-08-29,12.7,13814.55,13827.25
2016-08-30,12.7,13824.27,13836.97
2016-08-31,12.7,13590.99,13603.69
2016-09-01,12.7,13668.75,13681.45
2016-09-02,12.7,14033.25,14045.95
2016-09-05,12.7,14016.24,14028.94
2016-09-06,12.7,14123.16,14135.86
2016-09-08,12.7,14164.47,14177.17
2016-09-09,12.7,13622.58,13635.28
2016-09-12,12.7,13780.53,13793.23
2016-09-13,12.7,13406.31,13419.01
2016-09-14,12.7,13408.74,13421.44
2016-09-15,12.7,13617.72,13630.42
2016-09-16,12.7,13462.2,13474.9
2016-09-19,12.7,13488.93,13501.63
2016-09-20,12.7,13583.7,13596.4
2016-09-21,12.7,13765.95,13778.65
2016-09-22,12.7,13889.88,13902.58
2016-09-23,12.7,13916.61,13929.31
2016-09-26,12.7,13671.18,13683.88
2016-09-27,12.7,13765.95,13778.65
2016-09-28,12.7,13996.8,14009.5
2016-09-29,12.7,13719.78,13732.48
2016-09-30,12.7,13744.08,13756.78
2016-10-03,12.7,13984.65,13997.35
2016-10-04,12.7,13965.21,13977.91
2016-10-05,12.7,14140.17,14152.87
2016-10-06,12.7,14305.41,14318.11
2016-10-07,12.7,14390.46,14403.16
2016-10-10,12.7,14519.25,14531.95
2016-10-11,12.7,14341.86,14354.56
2016-10-13,12.7,14407.47,14420.17
2016-10-14,12.7,14555.7,14568.4
2016-10-17,12.7,14769.54,14782.24
2016-10-18,12.7,15029.55,15042.25
2016-10-19,12.7,14898.33,14911.03
2016-10-20,12.7,15010.11,15022.81
2016-10-21,12.7,14954.22,14966.92
2016-10-24,12.7,15097.59,15110.29
2016-10-25,12.7,15034.41,15047.11
2016-10-26,12.7,15063.57,15076.27
2016-10-27,12.7,15092.73,15105.43
2016-10-28,12.7,15136.47,15149.17
2016-10-31,12.7,15284.7,15297.4
2016-11-01,12.7,14908.05,14920.75
2016-11-03,12.7,14570.28,14582.98
2016-11-04,12.7,14458.5,14471.2
2016-11-07,12.7,15114.6,15127.3
2016-11-08,12.7,15114.6,15127.3
2016-11-09,12.7,14874.03,14886.73
2016-11-10,12.7,14392.89,14405.59
2016-11-11,12.7,13955.49,13968.19
2016-11-14,12.7,14111.01,14123.71
2016-11-16,12.7,14324.85,14337.55
2016-11-17,12.7,14008.95,14021.65
2016-11-18,12.7,14101.29,14113.99
2016-11-21,12.7,14361.3,14374.0
2016-11-22,12.7,14592.15,14604.85
2016-11-23,12.7,14611.59,14624.29
2016-11-24,12.7,14429.34,14442.04
2016-11-25,12.7,14482.8,14495.5
2016-11-28,12.7,14786.55,14799.25
2016-11-29,12.7,14383.17,14395.87
2016-11-30,12.7,14580.0,14592.7
2016-12-01,12.7,14045.4,14058.1
2016-12-02,12.7,14186.34,14199.04
2016-12-05,12.7,14045.4,14058.1
2016-12-06,12.7,14363.73,14376.43
2016-12-07,12.7,14460.93,14473.63
2016-12-08,12.7,14531.4,14544.1
2016-12-09,12.7,14232.51,14245.21
2016-12-12,12.7,13911.75,13924.45
2016-12-13,12.7,14042.97,14055.67
2016-12-14,12.7,13685.76,13698.46
2016-12-15,12.7,13753.8,13766.5
2016-12-16,12.7,13710.06,13722.76
2016-12-19,12.7,13413.6,13426.3
2016-12-20,12.7,13537.53,13550.23
2016-12-21,12.7,13535.1,13547.8
2016-12-22,12.7,13603.14,13615.84
2016-12-23,12.7,13695.48,13708.18
2016-12-26,12.7,13841.28,13853.98
2016-12-27,12.7,13804.83,13817.53
2016-12-28,12.7,14055.12,14067.82
2016-12-29,12.7,14152.32,14165.02
2017-01-02,12.7,14004.09,14016.79
2017-01-03,12.7,14519.25,14531.95
2017-01-04,12.7,14519.25,14531.95
2017-01-05,12.7,14592.15,14604.85
2017-01-06,12.7,14543.55,14556.25
2017-01-09,12.7,14516.82,14529.52
2017-01-10,12.7,14640.75,14653.45
2017-01-11,12.7,14694.21,14706.91
2017-01-12,12.7,15066.0,15078.7
2017-01-13,12.7,14988.24,15000.94
2017-01-16,12.7,15041.7,15054.4
2017-01-17,12.7,15134.04,15146.74
2017-01-18,12.7,15041.7,15054.4
2017-01-19,12.7,15090.3,15103.0
2017-01-20,12.7,15204.51,15217.21
2017-01-23,12.7,15503.4,15516.1
2017-01-24,12.7,15530.13,15542.83
2017-01-26,12.7,15600.6,15613.3
2017-01-27,12.7,15554.43,15567.13
2017-01-30,12.7,15129.18,15141.88
2017-01-31,12.7,15160.77,15173.47
2017-02-01,12.7,15238.53,15251.23
2017-02-02,12.7,15223.95,15236.65
2017-02-03,12.7,15330.87,15343.57
2017-02-06,12.7,15068.43,15081.13
2017-02-07,12.7,15068.43,15081.13
2017-02-08,12.7,15277.41,15290.11
2017-02-09,12.7,15267.69,15280.39
2017-02-10,12.7,15549.57,15562.27
2017-02-13,12.7,15717.24,15729.94
2017-02-14,12.7,15807.15,15819.85
2017-02-15,12.7,16001.55,16014.25
2017-02-16,12.7,15940.8,15953.5
2017-02-17,12.7,15897.06,15909.76
2017-02-20,12.7,16123.05,16135.75
2017-02-21,12.7,16254.27,16266.97
2017-02-22,12.7,16154.64,16167.34
2017-02-23,12.7,15872.76,15885.46
2017-02-24,12.7,15673.5,15686.2
2017-03-01,12.7,15753.69,15766.39
2017-03-02,12.7,15430.5,15443.2
2017-03-03,12.7,15697.8,15710.5
2017-03-06,12.7,15600.6,15613.3
2017-03-07,12.7,15508.26,15520.96
2017-03-08,12.7,15219.09,15231.79
2017-03-09,12.7,15155.91,15168.61
2017-03-10,12.7,15199.65,15212.35
2017-03-13,12.7,15423.21,15435.91
2017-03-14,12.7,15248.25,15260.95
2017-03-15,12.7,15578.73,15591.43
2017-03-16,12.7,15411.06,15423.76
2017-03-17,12.7,15117.03,15129.73
2017-03-20,12.7,15262.83,15275.53
2017-03-21,12.7,14818.14,14830.84
2017-03-22,12.7,14912.91,14925.61
2017-03-23,12.7,14954.22,14966.92
2017-03-24,12.7,15036.84,15049.54
2017-03-27,12.7,15134.04,15146.74
2017-03-28,12.7,15187.5,15200.2
2017-03-29,12.7,15425.64,15438.34
2017-03-30,12.7,15345.45,15358.15
2017-03-31,12.7,15255.54,15268.24
2017-04-03,12.7,15328.44,15341.14
2017-04-04,12.7,15483.96,15496.66
2017-04-05,12.7,15202.08,15214.78
2017-04-06,12.7,15066.0,15078.7
2017-04-07,12.7,15131.61,15144.31
2017-04-10,12.7,15197.22,15209.92
2017-04-11,12.7,15168.06,15180.76
2017-04-12,12.7,14988.24,15000.94
2017-04-13,12.7,14774.4,14787.1
2017-04-17,12.7,15126.75,15139.45
2017-04-18,12.7,15053.85,15066.55
2017-04-19,12.7,14871.6,14884.3
2017-04-20,12.7,14946.93,14959.63
2017-04-24,12.7,15136.47,15149.17
2017-04-25,12.7,15309.0,15321.7
2017-04-26,12.7,15260.4,15273.1
2017-04-27,12.7,15177.78,15190.48
2017-04-28,12.7,15355.17,15367.87
2017-05-02,12.7,15688.08,15700.78
2017-05-03,12.7,15542.28,15554.98
2017-05-04,12.7,15226.38,15239.08
2017-05-05,12.7,15469.38,15482.08
2017-05-08,12.7,15411.06,15423.76
2017-05-09,12.7,15593.31,15606.01
2017-05-10,12.7,15843.6,15856.3
2017-05-11,12.7,15880.05,15892.75
2017-05-12,12.7,16023.42,16036.12
2017-05-15,12.7,16103.61,16116.31
2017-05-16,12.7,16147.35,16160.05
2017-05-17,12.7,15875.19,15887.89
2017-05-18,12.7,14499.81,14512.51
2017-05-19,12.7,14728.23,14740.93
2017-05-22,12.7,14465.79,14478.49
2017-05-23,12.7,14759.82,14772.52
2017-05-24,12.7,14864.31,14877.01
2017-05-25,12.7,14893.47,14906.17
2017-05-26,12.7,15053.85,15066.55
2017-05-29,12.7,15002.82,15015.52
2017-05-30,12.7,15041.7,15054.4
2017-05-31,12.7,14716.08,14728.78
2017-06-01,12.7,14643.18,14655.88
2017-06-02,12.7,14665.05,14677.75
2017-06-05,12.7,14689.35,14702.05
2017-06-06,12.7,14810.85,14823.55
2017-06-07,12.7,14869.17,14881.87
2017-06-08,12.7,14752.53,14765.23
2017-06-09,12.7,14633.46,14646.16
2017-06-12,12.7,14494.95,14507.65
2017-06-13,12.7,14536.26,14548.96
2017-06-14,12.7,14553.27,14565.97
2017-06-16,12.7,14485.23,14497.93
2017-06-19,12.7,14601.87,14614.57
2017-06-20,12.7,14273.82,14286.52
2017-06-21,12.7,14283.54,14296.24
2017-06-22,12.7,14422.05,14434.75
2017-06-23,12.7,14361.3,14374.0
2017-06-26,12.7,14643.18,14655.88
2017-06-27,12.7,14519.25,14531.95
2017-06-28,12.7,14567.85,14580.55
2017-06-29,12.7,14604.3,14617.0
2017-06-30,12.7,14805.99,14818.69
2017-07-03,12.7,14844.87,14857.57
2017-07-04,12.7,14859.45,14872.15
2017-07-05,12.7,14835.15,14847.85
2017-07-06,12.7,14682.06,14694.76
2017-07-07,12.7,14701.5,14714.2
2017-07-10,12.7,14808.42,14821.12
2017-07-11,12.7,14993.1,15005.8
2017-07-12,12.7,15236.1,15248.8
2017-07-13,12.7,15357.6,15370.3
2017-07-14,12.7,15391.62,15404.32
2017-07-17,12.7,15323.58,15336.28
2017-07-18,12.7,15338.16,15350.86
2017-07-19,12.7,15330.87,15343.57
2017-07-20,12.7,15248.25,15260.95
2017-07-21,12.7,15194.79,15207.49
2017-07-24,12.7,15291.99,15304.69
2017-07-25,12.7,15425.64,15438.34
2017-07-26,12.7,15262.83,15275.53
2017-07-27,12.7,15321.15,15333.85
2017-07-28,12.7,15403.77,15416.47
2017-07-31,12.7,15483.96,15496.66
2017-08-01,12.7,15607.89,15620.59
2017-08-02,12.7,15775.56,15788.26
2017-08-03,12.7,15661.35,15674.05
2017-08-04,12.7,15724.53,15737.23
2017-08-07,12.7,15948.09,15960.79
2017-08-08,12.7,15955.38,15968.08
2017-08-09,12.7,15901.92,15914.62
2017-08-10,12.7,15729.39,15742.09
2017-08-11,12.7,15819.3,15832.0
2017-08-14,12.7,16042.86,16055.56
2017-08-15,12.7,16057.44,16070.14
2017-08-16,12.7,16140.06,16152.76
2017-08-17,12.7,15989.4,16002.1
2017-08-18,12.7,16152.21,16164.91
2017-08-21,12.7,16147.35,16160.05
2017-08-22,12.7,16470.54,16483.24
2017-08-23,12.7,16572.6,16585.3
2017-08-24,12.7,16728.12,16740.82
2017-08-25,12.7,16681.95,16694.65
2017-08-28,12.7,16698.96,16711.66
2017-08-29,12.7,16762.14,16774.84
2017-08-30,12.7,16652.79,16665.49
2017-08-31,12.7,16623.63,16636.33
2017-09-01,12.7,16890.93,16903.63
2017-09-04,12.7,16971.12,16983.82
2017-09-05,12.7,16951.68,16964.38
2017-09-06,12.7,17240.85,17253.55
2017-09-08,12.7,17182.53,17195.23
2017-09-11,12.7,17478.99,17491.69
2017-09-12,12.7,17520.3,17533.0
2017-09-13,12.7,17561.61,17574.31
2017-09-14,12.7,17488.71,17501.41
2017-09-15,12.7,17773.02,17785.72
2017-09-18,12.7,17860.5,17873.2
2017-09-19,12.7,17848.35,17861.05
2017-09-20,12.7,17833.77,17846.47
2017-09-21,12.7,17756.01,17768.71
2017-09-22,12.7,17695.26,17707.96
2017-09-25,12.7,17471.7,17484.4
2017-09-26,12.7,17459.55,17472.25
2017-09-27,12.7,17335.62,17348.32
2017-09-28,12.7,17272.44,17285.14
2017-09-29,12.7,17393.94,17406.64
2017-10-02,12.7,17452.26,17464.96
2017-10-03,12.7,18020.88,18033.58
2017-10-04,12.7,17986.86,17999.56
2017-10-05,12.7,17991.72,18004.42
2017-10-06,12.7,17862.93,17875.63
2017-10-09,12.7,17790.03,17802.73
2017-10-10,12.7,18040.32,18053.02
2017-10-11,12.7,18013.59,18026.29
2017-10-13,12.7,18091.35,18104.05
2017-10-16,12.7,18064.62,18077.32
2017-10-17,12.7,17911.53,17924.23
2017-10-18,12.7,18003.87,18016.57
2017-10-19,12.7,17930.97,17943.67
2017-10-20,12.7,17884.8,17897.5
2017-10-23,12.7,17721.99,17734.69
2017-10-24,12.7,17947.98,17960.68
2017-10-25,12.7,17984.43,17997.13
2017-10-26,12.7,17751.15,17763.85
2017-10-27,12.7,17828.91,17841.61
2017-10-30,12.7,17581.05,17593.75
2017-10-31,12.7,17440.11,17452.81
2017-11-01,12.7,17318.61,17331.31
2017-11-03,12.7,17325.9,17338.6
2017-11-06,12.7,17444.97,17457.67
2017-11-07,12.7,17002.71,17015.41
2017-11-08,12.7,17478.99,17491.69
2017-11-09,12.7,17131.5,17144.2
2017-11-10,12.7,17002.71,17015.41
2017-11-13,12.7,17126.64,17139.34
2017-11-14,12.7,16635.78,16648.48
2017-11-16,12.7,17051.31,17064.01
2017-11-17,12.7,17231.13,17243.83
2017-11-21,12.7,17496.0,17508.7
2017-11-22,12.7,17471.7,17484.4
2017-11-23,12.7,17478.99,17491.69
2017-11-24,12.7,17406.09,17418.79
2017-11-27,12.7,17396.37,17409.07
2017-11-28,12.7,17461.98,17474.68
2017-11-29,12.7,17070.75,17083.45
2017-11-30,12.7,16864.2,16876.9
2017-12-01,12.7,16929.81,16942.51
2017-12-04,12.7,17138.79,17151.49
2017-12-05,12.7,17010.0,17022.7
2017-12-06,12.7,17734.14,17746.84
2017-12-07,12.7,17010.0,17022.7
2017-12-08,12.7,17039.16,17051.86
2017-12-11,12.7,17116.92,17129.62
2017-12-12,12.7,17350.2,17362.9
2017-12-13,12.7,17102.34,17115.04
2017-12-14,12.7,17010.0,17022.7
2017-12-15,12.7,16997.85,17010.55
2017-12-18,12.7,17172.81,17185.51
2017-12-19,12.7,17051.31,17064.01
2017-12-20,12.7,17228.7,17241.4
2017-12-21,12.7,17627.22,17639.92
2017-12-22,12.7,17666.1,17678.8
2017-12-26,12.7,17799.75,17812.45
2017-12-27,12.7,17896.95,17909.65
2017-12-28,12.7,17938.26,17950.96
2018-01-02,12.7,18249.3,18262.0
2018-01-03,12.7,18297.9,18310.6
2018-01-04,12.7,18468.0,18480.7
2018-01-05,12.7,18574.92,18587.62
2018-01-08,12.7,18652.68,18665.38
2018-01-09,12.7,18506.88,18519.58
2018-01-10,12.7,18370.8,18383.5
2018-01-11,12.7,18628.38,18641.08
2018-01-12,12.7,18630.81,18643.51
2018-01-15,12.7,18728.01,18740.71
2018-01-16,12.7,18725.58,18738.28
2018-01-17,12.7,19053.63,19066.33
2018-01-18,12.7,18978.3,18991.0
2018-01-19,12.7,19056.06,19068.76
2018-01-22,12.7,19158.12,19170.82
2018-01-23,12.7,18905.4,18918.1
2018-01-24,12.7,19641.69,19654.39
2018-01-26,12.7,20083.95,20096.65
2018-01-29,12.7,19872.54,19885.24
2018-01-30,12.7,19831.23,19843.93
2018-01-31,12.7,19926.0,19938.7
2018-02-01,12.7,20059.65,20072.35
2018-02-02,12.7,19741.32,19754.02
2018-02-06,12.7,19719.45,19732.15
2018-02-07,12.7,19430.28,19442.98
2018-02-08,12.7,19124.1,19136.8
2018-02-09,12.7,18995.31,19008.01
2018-02-14,12.7,19585.8,19598.5
2018-02-15,12.7,19780.2,19792.9
2018-02-16,12.7,19819.08,19831.78
2018-02-19,12.7,19891.98,19904.68
2018-02-20,12.7,20154.42,20167.12
2018-02-21,12.7,20178.72,20191.42
2018-02-22,12.7,20351.25,20363.95
2018-02-23,12.7,20482.47,20495.17
2018-02-26,12.7,20586.96,20599.66
2018-02-27,12.7,20433.87,20446.57
2018-02-28,12.7,20047.5,20060.2
2018-03-06,12.7,20093.67,20106.37
2018-03-07,12.7,20071.8,20084.5
2018-03-08,12.7,19960.02,19972.72
2018-03-09,12.7,20266.2,20278.9
2018-03-12,12.7,20399.85,20412.55
2018-03-13,12.7,20290.5,20303.2
2018-03-14,12.7,20203.02,20215.72
2018-03-15,12.7,19943.01,19955.71
2018-03-16,12.7,19928.43,19941.13
2018-03-19,12.7,19704.87,19717.57
2018-03-20,12.7,19780.2,19792.9
2018-03-21,12.7,19947.87,19960.57
2018-03-22,12.7,19874.97,19887.67
2018-03-23,12.7,19823.94,19836.64
2018-03-26,12.7,19981.89,19994.59
2018-03-27,12.7,19678.14,19690.84
2018-03-28,12.7,19687.86,19700.56
2018-03-29,12.7,20030.49,20043.19
2018-04-02,12.7,19889.55,19902.25
2018-04-03,12.7,19865.25,19877.95
2018-04-04,12.7,19780.2,19792.9
2018-04-05,12.7,20015.91,20028.61
2018-04-06,12.7,19911.42,19924.12
2018-04-09,12.7,19542.06,19554.76
2018-04-10,12.7,19819.08,19831.78
2018-04-11,12.7,20035.35,20048.05
2018-04-12,12.7,20030.49,20043.19
2018-04-13,12.7,19755.9,19768.6
2018-04-16,12.7,19435.14,19447.84
2018-04-17,12.7,19709.73,19722.43
2018-04-18,12.7,20096.1,20108.8
2018-04-19,12.7,20144.7,20157.4
2018-04-20,12.7,20105.82,20118.52
2018-04-23,12.7,20096.1,20108.8
2018-04-24,12.7,20042.64,20055.34
2018-04-25,12.7,19945.44,19958.14
2018-04-26,12.7,20292.93,20305.63
2018-04-27,12.7,20283.21,20295.91
2018-04-30,12.7,20212.74,20225.44
2018-05-02,12.7,19855.53,19868.23
2018-05-03,12.7,19559.07,19571.77
2018-05-04,12.7,19503.18,19515.88
2018-05-07,12.7,19396.26,19408.96
2018-05-08,12.7,19493.46,19506.16
2018-05-09,12.7,19768.05,19780.75
2018-05-10,12.7,20137.41,20150.11
2018-05-11,12.7,19996.47,20009.17
2018-05-14,12.7,20020.77,20033.47
2018-05-15,12.7,19977.03,19989.73
2018-05-16,12.7,20271.06,20283.76
2018-05-17,12.7,19629.54,19642.24
2018-05-18,12.7,19491.03,19503.73
2018-05-21,12.7,19245.6,19258.3
2018-05-22,12.7,19440.0,19452.7
2018-05-23,12.7,19014.75,19027.45
2018-05-24,12.7,18820.35,18833.05
2018-05-25,12.7,18540.9,18553.6
2018-05-28,12.7,17663.67,17676.37
2018-05-29,12.7,17836.2,17848.9
2018-05-30,12.7,17999.01,18011.71
2018-06-01,12.7,18132.66,18145.36
2018-06-04,12.7,18431.55,18444.25
2018-06-05,12.7,18006.3,18019.0
2018-06-06,12.7,17853.21,17865.91
2018-06-07,12.7,17342.91,17355.61
2018-06-08,12.7,17107.2,17119.9
2018-06-11,12.7,16975.98,16988.68
2018-06-12,12.7,17075.61,17088.31
2018-06-13,12.7,16949.25,16961.95
2018-06-14,12.7,16718.4,16731.1
2018-06-15,12.7,16550.73,16563.43
2018-06-18,12.7,16407.36,16420.06
2018-06-19,12.7,16720.83,16733.53
2018-06-20,12.7,16890.93,16903.63
2018-06-21,12.7,16441.38,16454.08
2018-06-22,12.7,16567.74,16580.44
2018-06-25,12.7,16669.8,16682.5
2018-06-26,12.7,16767.0,16779.7
2018-06-27,12.7,16524.0,16536.7
2018-06-28,12.7,16864.2,16876.9
2018-06-29,12.7,17095.05,17107.75
2018-07-02,12.7,17082.9,17095.6
2018-07-03,12.7,17277.3,17290.0
2018-07-04,12.7,17522.73,17535.43
2018-07-05,12.7,17464.41,17477.11
2018-07-06,12.7,17605.35,17618.05
2018-07-10,12.7,17581.05,17593.75
2018-07-11,12.7,17437.68,17450.38
2018-07-12,12.7,17802.18,17814.88
2018-07-13,12.7,17984.43,17997.13
2018-07-16,12.7,17969.85,17982.55
2018-07-17,12.7,18314.91,18327.61
2018-07-18,12.7,18142.38,18155.08
2018-07-19,12.7,18139.95,18152.65
2018-07-20,12.7,18419.4,18432.1
2018-07-23,12.7,18285.75,18298.45
2018-07-24,12.7,18589.5,18602.2
2018-07-25,12.7,18800.91,18813.61
2018-07-26,12.7,18618.66,18631.36
2018-07-27,12.7,18742.59,18755.29
2018-07-30,12.7,18813.06,18825.76
2018-07-31,12.7,18577.35,18590.05
2018-08-01,12.7,18579.78,18592.48
2018-08-02,12.7,18698.85,18711.55
2018-08-03,12.7,19114.38,19127.08
2018-08-06,12.7,19012.32,19025.02
2018-08-07,12.7,18830.07,18842.77
2018-08-08,12.7,18545.76,18558.46
2018-08-09,12.7,18458.28,18470.98
2018-08-10,12.7,17933.4,17946.1
2018-08-13,12.7,18198.27,18210.97
2018-08-14,12.7,18443.7,18456.4
2018-08-15,12.7,18076.77,18089.47
2018-08-16,12.7,18016.02,18028.72
2018-08-17,12.7,17824.05,17836.75
2018-08-20,12.7,17904.24,17916.94
2018-08-21,12.7,17619.93,17632.63
2018-08-22,12.7,18018.45,18031.15
2018-08-23,12.7,17746.29,17758.99
2018-08-24,12.7,17904.24,17916.94
2018-08-27,12.7,18249.3,18262.0
2018-08-28,12.7,18173.97,18186.67
2018-08-29,12.7,18390.24,18402.94
2018-08-30,12.7,17918.82,17931.52
2018-08-31,12.7,18011.16,18023.86
2018-09-03,12.7,17855.64,17868.34
2018-09-04,12.7,17513.01,17525.71
2018-09-05,12.7,17598.06,17610.76
2018-09-06,12.7,18006.3,18019.0
2018-09-10,12.7,17982.0,17994.7
2018-09-11,12.7,17527.59,17540.29
2018-09-12,12.7,17634.51,17647.21
2018-09-13,12.7,17500.86,17513.56
2018-09-14,12.7,17692.83,17705.53
2018-09-17,12.7,17999.01,18011.71
2018-09-18,12.7,18310.05,18322.75
2018-09-19,12.7,18290.61,18303.31
2018-09-20,12.7,18305.19,18317.89
2018-09-21,12.7,18589.5,18602.2
2018-09-24,12.7,18273.6,18286.3
2018-09-25,12.7,18438.84,18451.54
2018-09-26,12.7,18431.55,18444.25
2018-09-27,12.7,18728.01,18740.71
2018-09-28,12.7,18616.23,18628.93
2018-10-01,12.7,18419.4,18432.1
2018-10-02,12.7,19143.54,19156.24
2018-10-03,12.7,19510.47,19523.17
2018-10-04,12.7,19410.84,19423.54
2018-10-05,12.7,19306.35,19319.05
2018-10-08,12.7,20324.52,20337.22
2018-10-09,12.7,20169.0,20181.7
2018-10-10,12.7,19617.39,19630.09
2018-10-11,12.7,19476.45,19489.15
2018-10-15,12.7,19551.78,19564.48
2018-10-16,12.7,20071.8,20084.5
2018-10-17,12.7,20100.96,20113.66
2018-10-18,12.7,19661.13,19673.83
2018-10-19,12.7,19736.46,19749.16
2018-10-22,12.7,20076.66,20089.36
2018-10-23,12.7,19996.47,20009.17
2018-10-24,12.7,19476.45,19489.15
2018-10-25,12.7,19690.29,19702.99
2018-10-26,12.7,20098.53,20111.23
2018-10-29,12.7,19636.83,19649.53
2018-10-30,12.7,20353.68,20366.38
2018-10-31,12.7,20431.44,20444.14
2018-11-01,12.7,20715.75,20728.45
2018-11-05,12.7,20922.3,20935.0
2018-11-06,12.7,20723.04,20735.74
2018-11-07,12.7,20555.37,20568.07
2018-11-08,12.7,20071.8,20084.5
2018-11-09,12.7,20052.36,20065.06
2018-11-12,12.7,20011.05,20023.75
2018-11-13,12.7,19838.52,19851.22
2018-11-14,12.7,20083.95,20096.65
2018-11-16,12.7,20727.9,20740.6
2018-11-19,12.7,20484.9,20497.6
2018-11-21,12.7,20480.04,20492.74
2018-11-22,12.7,20484.9,20497.6
2018-11-23,12.7,20176.29,20188.99
2018-11-26,12.7,20008.62,20021.32
2018-11-27,12.7,20531.07,20543.77
2018-11-28,12.7,20898.0,20910.7
2018-11-29,12.7,20990.34,21003.04
2018-11-30,12.7,20987.91,21000.61
2018-12-03,12.7,21017.07,21029.77
2018-12-04,12.7,20710.89,20723.59
2018-12-05,12.7,20905.29,20917.99
